"id","spans","cashtag","sentiment score"
"719534447771697200","users on Vetr are bearish indicating a SELL Rating","$TSLA","0.16816879"
"709743356428025900","up 1%","$AAPL","0.1953689657"
"10602596","breakouts","$CHMT","0.2920254203"
"719571428060766200","RECALL","$TSLA","0.099751761"
"39047349","Stochastic Overbought","$ALR","-0.1048844656"
"719796218071621600","Sell Rating In Need Of Innovation","$AAPL","0.0847806373"
"10920221","buying opportunity","$BAC","0.2589366813"
"710142505493405700","will like $TSLA to the end","$TSLA","0.2140448219"
"14140852","Google Will Soon Start Selling Chromebooks At Walmart And Staples","$SPLS","0.1960156811"
"6267912","analysts have the martian orders way too high theyll never hit it!","$AAPL","0.212932331"
"709973585226571800","massive new $JD headquarters Not much slowdown to be detected","$JD","0.1524518981"
"5721348","Nice little cup-and-handle shaping up favours a good day for the index","$SPY","0.2501586074"
"719849703106551800","Pie In The Sky","$CHKP","0.2469975206"
"25571322","Inside week buy triggers","$DNKN","0.2998584216"
"5441240","stocks insiders are bullish on","$FAST","0.2810734774"
"9982140","moving up again","$VVUS","0.2658467903"
"708406053973659600","recessions declines","$TWTR","-0.0223081561"
"719693593066258400","Google dividend - 0%","$GOOG","0.2229754444"
"5614354","gets NASDAQ Delisting Notice board will quit diluting the shares","$MVIS","0.1271144713"
"32427089","Quality Stocks With High Cash Returns","$STX","0.2652758181"
"15946770","Is It Finally the Right Time to Invest in National Bank of Greece? $IRE","$IRE","0.1838249211"
"709431643363213300","Loves What It Sees","$TSLA","0.1643438069"
"719535209423593500","bounce & retreats Not short by any means","$YHOO","0.1416212682"
"14655289","still wants higher I think.","$SPY","0.1407668364"
"28061995","Crazy market up down up down up down","$PCLN","0.079508905"
"25571322","Inside week buy triggers","$LOCO","0.2998584216"
"7040295","insiders got this one wrong Looking for bottom Rsi under 30","$NIHD","0.1071200541"
"24815315","good comeback","$IBB","0.2286938679"
"709411365299982300","$SH has got potential","$SH","0.1459353081"
"719891971360165900","eading for the 200DMA and certain doom","$SBUX","0.2246896783"
"710211237058093000","Oil To Break Out Adding Chevron","$AXP","0.3649028253"
"21024991","stopped out","$TSLA","0.1081476284"
"32349177","Potential continuation Uptrend","$HAL","0.1902510679"
"39048817","spikes its lows lower it will go","$NBG","0.1216402418"
"34122674","$amba down","$AMBA","-0.0806522579"
"719615643918577700","its a must buy","$AAPL","0.2266648232"
"21174505","$ADBE shorted, there was only 1% short float","$ADBE","0.1860206946"
"25032300","me gusta","$AAPL","0.1373396552"
"708399906990329900","Rally Friday! #new52weekhighs p over 31%","$ISRG","0.3958718552"
"719572285170933800","$TSLA in the news - not good","$TSLA","0.1823683759"
"32753195","delivering the goods again let's see if that can spill over in other chinese internet names","$BITA","0.2652410267"
"5806487","companies shld be worried about iCloud","$NFLX","-0.0168872131"
"13088382","","$GOOG","0.1619504364"
"719864087132442600","GevoÃ¢â‚¬â„¢s Alcohol to Jet Fuel Now Eligible to be Used for Commercial Flight","$DAL","0.1676861485"
"709758795648409600","$FB gone green on day","$FB","0.2021757954"
"7737263","$INCY +100","$INCY","0.1707419018"
"719493174167625700","Iraq Boosts Oil Production to Record","$UWTI","0.1552846574"
"19500150","expects earnings to maintain healthy growth in the year ahead The companyÃ¢â‚¬â„¢s share price gained","$F","0.1967378156"
"10413981","Sees Downside to $425","$AAPL","0.1191938621"
"719467784007192600","Citrix Systems Inc $CTXS Position Increased by Mizuho","$CTXS","0.2330207491"
"9999828","Nice buyable intraday dip right here","$FB","0.1596106142"
"719864087132442600","GevoÃ¢â‚¬â„¢s Alcohol to Jet Fuel Now Eligible to be Used for Commercial Flight","$SPY","0.1676861485"
"17610673","will lose at least $1B may not be profitable for another year or so after that","$MSFT","0.0678754864"
"5554666","waterfall ahead?","$GMCR","0.1028617489"
"710863854381563900","Unusual Call Activity","$VXX","0.2848289656"
"719535506980266000","Nice day rally!","$DIS","0.329514593"
"38563467","$BBRY smack down looks legitimate $GS $MS are playing ignorant","$BBRY","0.0656118512"
"5795737","13F Shows New Stakes in","$GD","0.3287054068"
"14756968","$AAPL had a big GROWING success for years","$AAPL","0.0596711213"
"708416296665399300","still have positive market bias Sharp Rally In Low-Quality Stocks Points To Ongoing Market Gains","$CSCO","0.2603014059"
"15928669","$FRS #Restaurants 24.75+9%","$FRS","0.1531437321"
"719661137411747800","cuts outlook down","$CSCO","-0.003857118"
"719519136318169100","cracking lower early $short #correction","$FB","0.038425486"
"17785769","Current holdings via options Long:","$V","0.265414848"
"719720776027353100","Biggest gainers today large caps","$STX","0.2952463063"
"710532117164232700","New MACD signal created on","$CTXS","0.2073782959"
"12799689","$AAPL cleary surpassed their BB","$AAPL","0.0857041662"
"8123917","broke descending channel","$AAPL","0.2083460507"
"709362616578154500","more complex challenges","$GOOG","0.1349547605"
"710822084579086300","Markets Back in Black for 2016","$SPY","0.2124503725"
"709834259687710700","Biggest Market Losers","$SID","-0.0632577642"
"12790708","Nice pop today Told ya we would be green","$NOK","0.1493253429"
"719873426136150000","Deutsche Bank Downgraded Starbucks Co","$SBUX","0.0960890177"
"719609967565803500","$AMS (Ahold) has 5%","$AMS","0.1770934956"
"8308437","Should rise again 2morrow","$KORS","0.1352715339"
"24504842","looking to add a gold miner and possibly lower pe tech name into close","$KGC","0.2713990222"
"37340646","sucker rallies down trend","$ZIOP","0.0859451563"
"719620962094870500","shares climb","$YHOO","0.3036486744"
"7177668","looks good for a few","$EZPW","0.2716563519"
"12732850","at pivot area on intraday chart","$AAPL","0.177229841"
"719811329922625500","diversifies risk best place in the world","$AMZN","0.2195311683"
"711712771675652100","I think this $TSLA bubble might go on for some time","$TSLA","0.1437205213"
"719634617465081900","private equity for Yahoo bid","$YHOO","0.2361691302"
"710211237058093000","Oil To Break Out Adding Chevron","$WMT","0.369662409"
"719937548668256300","s Anglo American jumps 9%","$AAL","0.1975350243"
"18038613","raises revenue forecast","$BRCM","0.1964712137"
"9393661","market has a lot of faith in the ECB","$SPY","0.1400535649"
"31143613","Largest Online Gaming Market","$MSFT","0.1996180113"
"719661137411747800","cuts outlook down","$JNPR","-0.003857118"
"8746240","a little pullback","$QCOR","0.1924361985"
"5512185","Possible target","$SSO","0.2258873756"
"30741682","short sighted sellers will be sorry soon","$HPJ","0.0683354815"
"38028268","$LPTH hot","$LPTH","0.1592406774"
"709483088603119600","likely to strongly benefit from #genetherapy","$BMRN","0.1968337291"
"6783339","Good to load up Be confident","$HGSI","0.2196811551"
"38793629","congrats to whoever bought under","$PVA","0.2298538693"
"719486879842902000","$FB has 20 times the advertisers of $TWTR","$FB","0.1836663214"
"719644552047362000","weak outlook","$YHOO","0.022773193"
"9182739","Tensions grow between China and Japan","$EWJ","0.1974091895"
"24504842","looking to add a gold miner and possibly lower pe tech name into close","$CSCO","0.2713990222"
"38240250","investment validates company","$PBMD","0.2106139972"
"719525463878557700","","$FB","0.1646176084"
"719556016749330400","Why is $tsla not available for shorting at this time? Same for $w?","$W","0.131051551"
"32427089","Quality Stocks With High Cash Returns","$DTV","0.2629677654"
"11149717","Broken Stock downside possibility I will initiate a new short position","$HLF","0.172128368"
"35559365","finally breaking under the 49 M.A no buybacks this week","$AAPL","0.1604172103"
"711910931937112000","$EROS gets clean bill of health after audit.","$EROS","0.1537051747"
"719923191058210800","shopping spree may continue!","$GILD","0.2461077848"
"710187873492983800","who won't pay anymore REAL risk","$HZNP","0.0013754875"
"709398139195641900","adding $expe and $pcln to the mix soon I already have $CTRP and $trip","$CTRP","0.3006147463"
"709765435546185700","Strong Buy","$NEIK","0.3887714916"
"13286015","EPS were Up 19% from the same quarter last year","$TXRH","0.183171782"
"710863854381563900","Unusual Call Activity","$BAC","0.2848289656"
"29679970","4-star analyst Scott Henry from Roth Capital reiterated a BUY","$CO","0.1897579959"
"39048791","I'm going in tomorrow evening :-)","$WYNN","0.1891479592"
"719884758520606700","$FB squeezing from one side ","$FB","0.1465908559"
"719534350509948900","sees #Apple at $150/share in a year (+36% from today)","$AAPL","0.1395477017"
"719725258480046100","Tomorrow might be a rare buy $tsla day","$TSLA","0.1992781586"
"6003051","In play tmrw","$BMO","0.284619225"
"27434594","In for 195 calls at .78","$SPY","0.224107882"
"710863854381563900","Unusual Call Activity","$EEM","0.2734475923"
"710130452808536000","CALLS were getting hot...today getting paid","$MSFT","0.2028731879"
"13277173","Still not breaking out","$PAY","0.1063372161"
"5514207","$FXI +2.93%","$FXI","0.2141977785"
"22167633","Facebook Is Trying To Get Into Payments","$FB","0.1968286482"
"25330712","I am excited about all these plays","$CSOD","0.1745677959"
"6206304","get in on the ground floor of $FIO","$FIO","0.2177612026"
"711956003999211500","91 now support","$BIB","0.1478511061"
"710849407844028400","reat comeback by $AMZN great comeback by $AMZN","$AMZN","0.1571404707"
"719529978308603900","new high for 2016","$NXPI","0.3194434021"
"6763560","still on track for $500","$AAPL","0.1689275541"
"10103332","if gaps down will probly open at  and get worse these puts were stupid cheap","$CAT","0.0751280182"
"709777793798656000","Unusual Call Activity","$RF","0.2845021879"
"719513471289860100","Daily Mail may own Yahoo!!","$YHOO","0.1941353127"
"710620435121971200","Top Stocks in 2015 are Ready to Lead Again in 2016","$NFLX","0.2694023438"
"29712507","not getting in oil is falling more","$HAL","0.1304320588"
"24229806","competing bids to emerge, and will permit the Board to explore other value-enhancing alternatives, all with the objective of maximizing","$APP","0.1842479752"
"27655637","the resurgence in stock price today might mean that the company may emerge stronger than ever","$GTAT","0.2094442107"
"719563779378438100","Supermarket Stocks Rally as Tesco Plans to Axe Non-core UK Assets","$SBRY","0.2960169757"
"719535349379285000","Long buying point","$FB","0.2797668046"
"26218325","bear raid","$PLUG","-0.0468523197"
"719519346557657100","#trading weak vs. $SPY & $QQQ","$SPY","0.0961141985"
"21368480","short","$MSFT","-0.1287511808"
"719500525914492900","Expects Strong Results","$AAPL","0.1622012988"
"7737263","$CALX +40","$CALX","0.1681850186"
"719532321855025200","One of the more obvious opportunities this year","$TSLA","0.2383631598"
"18249994","holding up relatively well compared to the broad market","$BAC","0.2823581934"
"23416197","i would rather be a buyer UGAZ at these levels then trying to sell","$HRL","0.2218258986"
"26943825","will go up much higher after this drop.","$VIPS","0.2085948201"
"719528681605959700","I dumped $PYPL and $PRLB","$PYPL","0.0308822431"
"7139227","the real deal here...HOLDING","$SPPI","0.1629963257"
"24458298","large players are selling","$INO","0.0756320877"
"719478441544925200","Yahoo extends bidding deadline as interest grows","$EURUSD","0.3047769579"
"29012822","Could offer support revisit to jump on long bus?","$FCX","0.2230162524"
"719523247604285400","NEW Positive Timing Signal","$SBUX","0.2340201716"
"14695795","will bring good news in time","$BBRY","0.1336155973"
"719597174946992100","Shareholders welcome Marriott-Starwood deal","$HOT","0.1997867931"
"711946103189426200","Big winner Long","$PYPL","0.2277510392"
"7284904","those short are holding their breath hoping for a miracle","$AAPL","0.0768053543"
"6135022","back in","$GS","0.2400291338"
"719535831040401400","Market seems like it's about to roll over here Look out below!","$SPY","0.1087425509"
"13028004","LED light bulb prices rise in Japan","$VECO","0.1401865376"
"12108658","over 100% upside left from here in next 6 mnths","$LNKD","0.2264360561"
"6148018","Bears Take a Clear Near Term Advantage","$SPY","0.0081886463"
"17025255","Topeka Capital Markets thinks so Is $FB a BUY?","$FB","0.1596764536"
"710863854381563900","Unusual Call Activity","$GS","0.2848289656"
"9346026","No one want to miss out on any great new patent new nxt wk","$AMRN","0.1942995671"
"719909604654624800","Most bullish stocks on Twitter during this dip","$SCTY","0.30185455"
"719575574101016600","loading $SPY and $AAPL puts think were toppy","$SPY","0.0177430425"
"709745040826966000","airlines battle for Cuba routes $AAL $LUV $SAVE $JBLU","$LUV","0.1485864283"
"719927267867103200","Pullback_Time","$TSLA","0.2071292554"
"13552568","another 30% on $BBRY 16 weekly puts","$BBRY","0.1389045535"
"5466785","red before the bell","$WYNN","0.0375367242"
"719945914270556200","$FB is taking the shine off $AAPL and $GOOG","$GOOG","0.1671275726"
"33296832","rally mode","$AAPL","0.2882520226"
"709779449663721500","Short Setups Looking Nice....Really Nice","$IVZ","-0.071178964"
"5703818","becoming such a disaster Better returns elsewhere","$AAPL","0.1184015793"
"10041230","entry idea coming out of a narrow intraday range with yesterdays high still above","$LYB","0.1776114141"
"719574026134237200","$AAPL killed former; killing latter","$AAPL","0.0882881269"
"5679790","best stock: $WTS +15%","$WTS","0.2160257713"
"5801762","Insider selling probably the reason","$TIBX","0.1897829096"
"13415559","Looking for $HMC stock to make new 2013 high","$HMC","0.1704520258"
"22410112","33.0% decreased bullish conversations","$GLUU","0.2500550235"
"719665168431456300","Breakout watch","$IPG","0.3170358337"
"708960045799759900","Insiders Are Selling","$F","-0.026209146"
"719528591168565200","strong weekly led to buy rec last week Daily RS improving","$STX","0.2818431459"
"719599233280512000","trails $MSFT $ORCL $GOOG $CRM $ADBE","$GOOG","0.1516332108"
"28127317","$CYTR AF bashing","$CYTR","0.1409505577"
"719549796994814000","Out of $AMGN one year later I'm tired of waiting here","$AMGN","0.1640268245"
"8056516","was right to reject the offer","$WGO&","0.1796735646"
"8168244","Bot more $UNG puts","$UNG","0.1294561973"
"710580416634171400","right at the top of thre cloud","$AAPL","0.2279834308"
"5350721","Buying $TZA calls","$TZA","0.2481319045"
"19869247","closed Friday with the RS line in new highs","$NDX","0.2769819379"
"15208067","Rising steel demand and higher prices in both steel and coal Cash Magnet","$CLF","0.1664721618"
"719849703106551800","Pie In The Sky","$ATVI","0.2469975206"
"710232348738986000","Fed cuts rates forecast Our calls go 100%","$FB","0.2896416376"
"10932475","Adding to the Puts","$AAPL","0.224960314"
"9739175","anyone who stayed long $AAPL made plenty $","$AAPL","0.159415677"
"35161526","Like this one a lot.","$OPK","0.2474171012"
"709777793798656000","Unusual Call Activity","$HTZ","0.2848289656"
"15479707","Actually lost .03c per share","$BBRY","0.1065008012"
"719532032305573900","Our updated #core4 portfolio","$ULTA","0.286628478"
"36961143","Dips being bought up real quick","$AAPL","0.232439223"
"719614954500857900","Highest call to put ratio","$CFG","0.2458534384"
"5898485","Downside breakout looks to be coming soon","$ACOM","0.202346614"
"719540521576882200","Equities recently tagged #undervalued","$AMZN","0.2376879569"
"719869785249460200","maintains Neutral rating at JP Morgan PT cut","$TRIP","0.1814437771"
"719656300863299600","heapest #stock by PE in Television Services industry PE 8.18 vs.avg. 26.864779","$VIAB","0.1800066201"
"24946705","hell yeah ill take that fill all day long baby","$ACRX","0.11348631"
"719545628985004000","Pot. cont. Uptrend LONGERTERM","$NFLX","0.2170158091"
"711022398322008000","Break out confirmed Bought Leaps","$ISRG","0.1953899682"
"30800444","Perfect buy there","$DNKN","0.2363948784"
"35143213","Long $GPRO for a brealout trade","$GPRO","0.2528371769"
"719623898627616800","Digital Strategy To Drive Significant Growth With Customer Loyalty","$SBUX","0.1326490048"
"5849433","Double bottom handle buy point","$IP","0.2208352387"
"719503915591413800","stock options trade would have more than doubled your money","$BBBY","0.2044408507"
"27783065","This company's tech works you better load up while you can","$RXII","0.2183708384"
"710221245716021200","Report: Apple signs up for Google's cloud","$GOOG","0.1853707281"
"709738392968364000","run Forest run!!","$AAPL","0.2476831782"
"719950370294792200","Aggressive Buy","$ITC","0.3175024021"
"719859934662365200","A year after its launch, itÃ¢â‚¬â„¢s now clear that pretty much no one needs an $AAPL Watch","$AAPL","0.1428969342"
"35243913","bullish reversal setup and breakout","$ENB.CA","0.2996328993"
"719530483898421200","$NFLX holding it's gain","$NFLX","0.166314124"
"5679790","Worst performers today  $EK -10%","$EK","0.0025208727"
"15256814","My guess is that $AAPL buys back after catch the pinners off guard","$AAPL","0.117292195"
"719652260322476000","Today's losers","$BLUE","-0.014094737"
"5481072","bearish outside day","$SDS","0.0198473198"
"719571578892206100","Commodity Channel Index Indicator signaled a Oversold","$FB","0.1815509793"
"709382760092160000","can't get back above $212.20","$TSLA","0.1628507098"
"719914922310643700","launching shopping bot catalyst2016 #catalyst2016","$EBAY","0.2402591087"
"719519768349249500","yeah lets go down","$TSLA","0.1062409942"
"719612808913006600","held below double TOP","$FB","0.1860293952"
"709580205204099100","above its lower Bollinger Band","$REGN","0.1520718242"
