,id,title,sentiment
51,1195,"Militants fire rockets at Algerian BP/Statoil gas plant, no casualties",-0.277561538885
120,1264,"Barclays gives top bosses, including new chief executive Jes Staley, Â£8.7m in shares",-0.604399157018
286,1430,Tesco set to put mobile unit for sale - FT,-0.701283379859
93,1237,Should You Follow Berkshire Hathaway Into Apple Stock?,0.682546772008
372,1516,"Britain's FTSE outperforms Europe, Royal Mail and Tesco rise",0.574982332973
147,1291,Glencore director puts money back on the table,-0.967485396685
477,1621,AstraZeneca agrees licensing deal for Plendil in China,0.116918417941
455,1599,UPDATE 1-Valeant asks CEO Pearson to cooperate with US Senate committee,-0.544922674376
340,1484,CompaniesUnited Utilities H1 profits just miss expectations,0.396733914449
218,1362,Ofcom says will not impose new price controls on Royal Mail,0.257676610393
190,1334,Tesco's deals with suppliers reflected a retailer with the wrong priorities,-0.514058068251
161,1305,Warren Buffett defends Berkshire Hathaway's conglomerate structure,-0.651368634703
170,1314,Shell to buy BG Group in $69.7 billion takeover,0.0655083088496
275,1419,Sainsbury sales slip again as price pressures take a toll,-0.830402246257
488,1632,LPC-Glencore launches refinancing of US$8.45bn loan,0.578197255105
219,1363,"UPDATE 3-Glencore resumes slide despite investor meeting, John Mack share purchase",-0.699266217578
9,1153,Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,-0.574721803602
224,1368,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,-0.819849525405
468,1612,Profit slumps at troubled UK grocer Morrisons,0.0549597425715
358,1502,AstraZeneca lupus drug cuts disease activity in mid-stage trial,0.655733822445
344,1488,"Tesco returns to profit, but City demands more",-0.50985235889
187,1331,BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn,-0.372471651097
107,1251,Berkshire holders hit Buffett with hard questions,0.332531220648
45,1189,Shell's $70 Billion BG Deal Meets Shareholder Skepticism,-0.487076617701
398,1542,Can Christmas Save Sainsbury's plc And Tesco plc?,-0.848501039734
15,1159,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,-0.740480572333
369,1513,Exclusive - Shell CEO warns Brexit could slow $30 billion asset sale plan,0.694002896064
2,1146,UK's FTSE has worst day so far in 2015 as BG and Prudential fall,0.110409883907
168,1312,"UPDATE 1-SABMiller leads S.African shares higher, rand firms",0.575214285295
402,1546,Speed of Shell's swoop for BG unusual,-0.443304093934
